# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2106651	2107286	-							amb1953	636		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2106651	2107286	-	BAE50757.1			Peptide methionine sulfoxide reductase			amb1953	636	211	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2107335	2107700	-							amb1954	366		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2107335	2107700	-	BAE50758.1			hypothetical protein			amb1954	366	121	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2107929	2108708	+							amb1955	780		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2107929	2108708	+	BAE50759.1			Putative hemolysin			amb1955	780	259	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2109003	2110547	-							amb1956	1545		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2109003	2110547	-	BAE50760.1			Signal transduction histidine kinase			amb1956	1545	514	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2110718	2111896	+							amb1957	1179		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2110718	2111896	+	BAE50761.1			hypothetical protein			amb1957	1179	392	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2111926	2112150	-							amb1958	225		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2111926	2112150	-	BAE50762.1			hypothetical protein			amb1958	225	74	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2112167	2113774	+							amb1959	1608		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2112167	2113774	+	BAE50763.1			Methyl-accepting chemotaxis protein			amb1959	1608	535	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2113792	2114262	+							amb1960	471		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2113792	2114262	+	BAE50764.1			hypothetical protein			amb1960	471	156	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2114643	2115734	+							amb1961	1092		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2114643	2115734	+	BAE50765.1			ATPase involved in chromosome partitioning			amb1961	1092	363	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2115746	2116261	+							amb1962	516		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2115746	2116261	+	BAE50766.1			Chemotaxis signal transduction protein			amb1962	516	171	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2116275	2117753	+							amb1963	1479		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2116275	2117753	+	BAE50767.1			Methylase of chemotaxis methyl-accepting protein			amb1963	1479	492	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2117753	2118352	+							amb1964	600		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2117753	2118352	+	BAE50768.1			Chemotaxis signal transduction protein			amb1964	600	199	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2118352	2119989	+							amb1965	1638		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2118352	2119989	+	BAE50769.1			Methyl-accepting chemotaxis protein			amb1965	1638	545	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2122286	2123344	+							amb1966	1059		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2122286	2123344	+	BAE50770.1			Chemotaxis response regulator			amb1966	1059	352	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2123341	2125041	+							amb1967	1701		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2123341	2125041	+	BAE50771.1			Signal transduction histidine kinase			amb1967	1701	566	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2125047	2126654	+							amb1968	1608		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2125047	2126654	+	BAE50772.1			Signal transduction histidine kinase			amb1968	1608	535	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2126706	2128046	-							amb1969	1341		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2126706	2128046	-	BAE50773.1			Ammonia permease			amb1969	1341	446	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2128513	2128710	+							amb1970	198		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2128513	2128710	+	BAE50774.1			hypothetical protein			amb1970	198	65	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2128829	2131291	+							amb1971	2463		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2128829	2131291	+	BAE50775.1			Predicted signal transduction protein containing a membrane domain			amb1971	2463	820	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2131301	2132836	-							amb1972	1536		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2131301	2132836	-	BAE50776.1			Uncharacterized conserved protein			amb1972	1536	511	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2132907	2133233	-							amb1973	327		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2132907	2133233	-	BAE50777.1			hypothetical protein			amb1973	327	108	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2133581	2134309	+							amb1974	729		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2133581	2134309	+	BAE50778.1			hypothetical protein			amb1974	729	242	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2134488	2135312	+							amb1975	825		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2134488	2135312	+	BAE50779.1			Universal stress protein UspA and related nucleotide-binding protein			amb1975	825	274	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2135302	2135538	-							amb1976	237		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2135302	2135538	-	BAE50780.1			hypothetical protein			amb1976	237	78	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2135520	2136143	-							amb1977	624		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2135520	2136143	-	BAE50781.1			ABC-type dipeptide/oligopeptide/nickel transport systems			amb1977	624	207	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2136140	2137081	-							amb1978	942		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2136140	2137081	-	BAE50782.1			ABC-type dipeptide/oligopeptide/nickel transport systems			amb1978	942	313	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2137078	2138490	-							amb1979	1413		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2137078	2138490	-	BAE50783.1			ABC-type dipeptide transport system			amb1979	1413	470	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2138786	2139106	-							amb1980	321		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2138786	2139106	-	BAE50784.1			hypothetical protein			amb1980	321	106	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2139264	2141492	+							amb1981	2229		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2139264	2141492	+	BAE50785.1			hypothetical protein			amb1981	2229	742	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2141499	2142797	-							amb1982	1299		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2141499	2142797	-	BAE50786.1			UDP-N-acetylglucosamine enolpyruvyl transferase			amb1982	1299	432	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2142992	2143453	+							amb1983	462		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2142992	2143453	+	BAE50787.1			Methyl-accepting chemotaxis protein			amb1983	462	153	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2143466	2145175	+							amb1984	1710		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2143466	2145175	+	BAE50788.1			Methyl-accepting chemotaxis protein			amb1984	1710	569	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2145209	2145874	+							amb1985	666		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2145209	2145874	+	BAE50789.1			hypothetical protein			amb1985	666	221	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2145907	2146827	-							amb1986	921		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2145907	2146827	-	BAE50790.1			Ketopantoate reductase			amb1986	921	306	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2146890	2147339	-							amb1987	450		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2146890	2147339	-	BAE50791.1			hypothetical protein			amb1987	450	149	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2147479	2148339	-							amb1988	861		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2147479	2148339	-	BAE50792.1			hypothetical protein			amb1988	861	286	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2148365	2148775	-							amb1989	411		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2148365	2148775	-	BAE50793.1			hypothetical protein			amb1989	411	136	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2148944	2152540	-							amb1990	3597		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2148944	2152540	-	BAE50794.1			Pyruvate-flavodoxin oxidoreductase			amb1990	3597	1198	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2152737	2153189	+							amb1991	453		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2152737	2153189	+	BAE50795.1			PAS/PAC domain			amb1991	453	150	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2153240	2153488	-							amb1992	249		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2153240	2153488	-	BAE50796.1			hypothetical protein			amb1992	249	82	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2153641	2155788	+							amb1993	2148		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2153641	2155788	+	BAE50797.1			Cell surface glycoprotein precursor			amb1993	2148	715	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2155977	2157341	+							amb1994	1365		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2155977	2157341	+	BAE50798.1			Cell surface glycoprotein precursor			amb1994	1365	454	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2157357	2157896	+							amb1995	540		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2157357	2157896	+	BAE50799.1			hypothetical protein			amb1995	540	179	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2157960	2158244	-							amb1996	285		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2157960	2158244	-	BAE50800.1			hypothetical protein			amb1996	285	94	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2158631	2158972	-							amb1997	342		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2158631	2158972	-	BAE50801.1			hypothetical protein			amb1997	342	113	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2159952	2160764	+							amb1998	813		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2159952	2160764	+	BAE50802.1			hypothetical protein			amb1998	813	270	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2160761	2161987	+							amb1999	1227		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2160761	2161987	+	BAE50803.1			Flagellin and related hook-associated protein			amb1999	1227	408	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2162344	2162667	+							amb2000	324		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2162344	2162667	+	BAE50804.1			Prophage Qin DNA packaging protein NU1 homolog			amb2000	324	107	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2162664	2173856	+							amb2001	11193		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2162664	2173856	+	BAE50805.1			Type V secretory pathway, adhesin AidA			amb2001	11193	3730	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2173917	2174768	+							amb2002	852		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2173917	2174768	+	BAE50806.1			Serine/threonine protein kinase			amb2002	852	283	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2174819	2175121	+							amb2003	303		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2174819	2175121	+	BAE50807.1			hypothetical protein			amb2003	303	100	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2175151	2175684	+							amb2004	534		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2175151	2175684	+	BAE50808.1			Nucleoside 2-deoxyribosyltransferase			amb2004	534	177	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2175635	2177011	-							amb2005	1377		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2175635	2177011	-	BAE50809.1			Signal transduction histidine kinase			amb2005	1377	458	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2177093	2179357	-							amb2006	2265		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2177093	2179357	-	BAE50810.1			Signal transduction histidine kinase			amb2006	2265	754	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2179627	2179932	+							amb2007	306		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2179627	2179932	+	BAE50811.1			Protein chain release factor B			amb2007	306	101	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2179947	2180288	+							amb2008	342		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2179947	2180288	+	BAE50812.1			hypothetical protein			amb2008	342	113	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2180379	2181458	+							amb2009	1080		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2180379	2181458	+	BAE50813.1			ABC-type sulfate transport system			amb2009	1080	359	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2181461	2182318	+							amb2010	858		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2181461	2182318	+	BAE50814.1			ABC-type sulfate transport system			amb2010	858	285	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2182323	2183162	+							amb2011	840		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2182323	2183162	+	BAE50815.1			ABC-type sulfate transport system			amb2011	840	279	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2183448	2184836	+							amb2012	1389		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2183448	2184836	+	BAE50816.1			ABC-type sulfate/molybdate transport systems			amb2012	1389	462	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2185075	2187621	-							amb2013	2547		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2185075	2187621	-	BAE50817.1			Signal transduction histidine kinase			amb2013	2547	848	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2187825	2188751	+							amb2014	927		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2187825	2188751	+	BAE50818.1			Phenylacetic acid-responsive transcriptional repressor			amb2014	927	308	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2189003	2191738	+							amb2015	2736		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2189003	2191738	+	BAE50819.1			phenylacetyl CoA			amb2015	2736	911	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2191600	2193132	-							amb2016	1533		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2191600	2193132	-	BAE50820.1			hypothetical protein			amb2016	1533	510	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2193364	2194251	+							amb2017	888		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2193364	2194251	+	BAE50821.1			Uncharacterized protein required for formate dehydrogenase activity			amb2017	888	295	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2194350	2194817	+							amb2018	468		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2194350	2194817	+	BAE50822.1			Transcriptional regulator			amb2018	468	155	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2194854	2195342	+							amb2019	489		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2194854	2195342	+	BAE50823.1			4-hydroxybenzoyl-CoA reductase gamma subunit			amb2019	489	162	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2195339	2197648	+							amb2020	2310		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2195339	2197648	+	BAE50824.1			4-hydroxybenzoyl-CoA reductase alpha subunit			amb2020	2310	769	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2197645	2198619	+							amb2021	975		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2197645	2198619	+	BAE50825.1			4-hydroxybenzoyl-CoA reductase beta subunit			amb2021	975	324	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2198624	2199664	+							amb2022	1041		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2198624	2199664	+	BAE50826.1			Xanthine and CO dehydrogenase maturation factor			amb2022	1041	346	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2199857	2200210	-							amb2023	354		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2199857	2200210	-	BAE50827.1			Bacterial nucleoid DNA-binding protein			amb2023	354	117	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2200356	2202020	-							amb2024	1665		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2200356	2202020	-	BAE50828.1			Acyl-CoA dehydrogenase			amb2024	1665	554	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2202166	2204100	-							amb2025	1935		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2202166	2204100	-	BAE50829.1			Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II			amb2025	1935	644	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2204063	2204767	-							amb2026	705		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2204063	2204767	-	BAE50830.1			ABC-type branched-chain amino acid transport systems, ATPase component			amb2026	705	234	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2204767	2205504	-							amb2027	738		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2204767	2205504	-	BAE50831.1			ABC-type branched-chain amino acid transport systems, ATPase component			amb2027	738	245	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2205501	2206490	-							amb2028	990		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2205501	2206490	-	BAE50832.1			ABC-type branched-chain amino acid transport system			amb2028	990	329	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2206487	2207356	-							amb2029	870		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2206487	2207356	-	BAE50833.1			Branched-chain amino acid ABC-type transport system			amb2029	870	289	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2207397	2208650	-							amb2030	1254		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2207397	2208650	-	BAE50834.1			ABC-type branched-chain amino acid transport systems			amb2030	1254	417	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2208876	2209853	+							amb2031	978		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2208876	2209853	+	BAE50835.1			Phosphoribosylaminoimidazolesuccinocarboxamide synthase			amb2031	978	325	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2209905	2210336	-							amb2032	432		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2209905	2210336	-	BAE50836.1			CBS domain			amb2032	432	143	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2210431	2210541	-							amb2033	111		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2210431	2210541	-	BAE50837.1			hypothetical protein			amb2033	111	36	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2212306	2212629	-							amb2034	324		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2212306	2212629	-	BAE50838.1			hypothetical protein			amb2034	324	107	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2213123	2213569	-							amb2035	447		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2213123	2213569	-	BAE50839.1			hypothetical protein			amb2035	447	148	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2213886	2214236	-							amb2036	351		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2213886	2214236	-	BAE50840.1			hypothetical protein			amb2036	351	116	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2214436	2214621	+							amb2037	186		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2214436	2214621	+	BAE50841.1			hypothetical protein			amb2037	186	61	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2215526	2216125	+							amb2038	600		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2215526	2216125	+	BAE50842.1			hypothetical protein			amb2038	600	199	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2216122	2216694	+							amb2039	573		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2216122	2216694	+	BAE50843.1			hypothetical protein			amb2039	573	190	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2216694	2219078	+							amb2040	2385		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2216694	2219078	+	BAE50844.1			hypothetical protein			amb2040	2385	794	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2219115	2219972	-							amb2041	858		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2219115	2219972	-	BAE50845.1			Transposase and inactivated derivative			amb2041	858	285	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2219969	2220262	-							amb2042	294		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2219969	2220262	-	BAE50846.1			hypothetical protein			amb2042	294	97	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2220478	2221611	+							amb2043	1134		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2220478	2221611	+	BAE50847.1			hypothetical protein			amb2043	1134	377	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2221627	2225223	+							amb2044	3597		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2221627	2225223	+	BAE50848.1			Type II restriction enzyme			amb2044	3597	1198	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2226392	2226859	-							amb2045	468		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2226392	2226859	-	BAE50849.1			Insertion element IS402 hypothetical 162 kDa protein			amb2045	468	155	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2227190	2229772	+							amb2046	2583		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2227190	2229772	+	BAE50850.1			hypothetical protein			amb2046	2583	860	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2229908	2231935	+							amb2047	2028		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2229908	2231935	+	BAE50851.1			Predicted ATP-dependent Lon-type protease			amb2047	2028	675	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2231939	2232259	+							amb2048	321		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2231939	2232259	+	BAE50852.1			hypothetical protein			amb2048	321	106	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2232326	2232976	+							amb2049	651		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2232326	2232976	+	BAE50853.1			DNA polymerase III, epsilon subunit and related 3'-5' exonuclease			amb2049	651	216	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2232988	2233284	+							amb2050	297		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2232988	2233284	+	BAE50854.1			hypothetical protein			amb2050	297	98	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2233281	2233814	+							amb2051	534		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2233281	2233814	+	BAE50855.1			Phosphatidylserine/phosphatidylglycerophosphate/cardioli pin synthase and related enzyme			amb2051	534	177	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	2233831	2234532	-							amb2052	702		
