# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2264899	2266365	-	ABK44335.1			conserved hypothetical protein			Mmc1_1827	1467	488	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2266722	2268623	+							Mmc1_1828	1902		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2266722	2268623	+	ABK44336.1			Tetratricopeptide TPR_2 repeat protein			Mmc1_1828	1902	633	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2268642	2270906	-							Mmc1_1829	2265		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2268642	2270906	-	ABK44337.1			response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)			Mmc1_1829	2265	754	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2271226	2271747	+							Mmc1_1830	522		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2271226	2271747	+	ABK44338.1			CheW protein			Mmc1_1830	522	173	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2271761	2273308	+							Mmc1_1831	1548		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2271761	2273308	+	ABK44339.1			MCP methyltransferase, CheR-type			Mmc1_1831	1548	515	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2273373	2273927	+							Mmc1_1832	555		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2273373	2273927	+	ABK44340.1			CheW protein			Mmc1_1832	555	184	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2273920	2275467	+							Mmc1_1833	1548		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2273920	2275467	+	ABK44341.1			methyl-accepting chemotaxis sensory transducer			Mmc1_1833	1548	515	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2275531	2278167	+							Mmc1_1834	2637		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2275531	2278167	+	ABK44342.1			CheA signal transduction histidine kinases			Mmc1_1834	2637	878	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2278364	2279494	+							Mmc1_1835	1131		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2278364	2279494	+	ABK44343.1			response regulator receiver modulated CheB methylesterase			Mmc1_1835	1131	376	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2279491	2279904	+							Mmc1_1836	414		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2279491	2279904	+	ABK44344.1			hypothetical protein			Mmc1_1836	414	137	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2280101	2282377	+							Mmc1_1837	2277		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2280101	2282377	+	ABK44345.1			(NiFe) hydrogenase maturation protein HypF			Mmc1_1837	2277	758	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2282570	2284435	-							Mmc1_1838	1866		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2282570	2284435	-	ABK44346.1			dihydroxyacid dehydratase			Mmc1_1838	1866	621	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2284589	2285209	+							Mmc1_1839	621		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2284589	2285209	+	ABK44347.1			translation factor SUA5			Mmc1_1839	621	206	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2285481	2286269	+							Mmc1_1840	789		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2285481	2286269	+	ABK44348.1			SSU ribosomal protein S2P			Mmc1_1840	789	262	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2286366	2287277	+							Mmc1_1841	912		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2286366	2287277	+	ABK44349.1			translation elongation factor Ts (EF-Ts)			Mmc1_1841	912	303	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2287448	2288173	+							Mmc1_1842	726		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2287448	2288173	+	ABK44350.1			uridylate kinase			Mmc1_1842	726	241	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2288170	2288727	+							Mmc1_1843	558		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2288170	2288727	+	ABK44351.1			ribosome recycling factor			Mmc1_1843	558	185	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2288863	2289594	+							Mmc1_1844	732		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2288863	2289594	+	ABK44352.1			Undecaprenyl pyrophosphate synthetase			Mmc1_1844	732	243	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2289992	2290720	+							Mmc1_1845	729		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2289992	2290720	+	ABK44353.1			Phosphatidate cytidylyltransferase			Mmc1_1845	729	242	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2290717	2291877	+							Mmc1_1846	1161		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2290717	2291877	+	ABK44354.1			1-deoxy-D-xylulose 5-phosphate reductoisomerase			Mmc1_1846	1161	386	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2291972	2293081	+							Mmc1_1847	1110		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2291972	2293081	+	ABK44355.1			site-2 protease, Metallo peptidase, MEROPS family M50B			Mmc1_1847	1110	369	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2293105	2295408	+							Mmc1_1848	2304		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2293105	2295408	+	ABK44356.1			surface antigen (D15)			Mmc1_1848	2304	767	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2295599	2296138	+							Mmc1_1849	540		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2295599	2296138	+	ABK44357.1			outer membrane chaperone Skp (OmpH)			Mmc1_1849	540	179	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2296142	2296603	+							Mmc1_1850	462		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2296142	2296603	+	ABK44358.1			3-hydroxyacyl-[acyl-carrier-protein] dehydratase			Mmc1_1850	462	153	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2296596	2297381	+							Mmc1_1851	786		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2296596	2297381	+	ABK44359.1			acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase			Mmc1_1851	786	261	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2297453	2298289	+							Mmc1_1852	837		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2297453	2298289	+	ABK44360.1			protein of unknown function DUF1009			Mmc1_1852	837	278	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2298286	2299281	+							Mmc1_1853	996		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2298286	2299281	+	ABK44361.1			oxidoreductase domain protein			Mmc1_1853	996	331	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2299315	2300481	+							Mmc1_1854	1167		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2299315	2300481	+	ABK44362.1			lipid-A-disaccharide synthase			Mmc1_1854	1167	388	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2300694	2301068	+							Mmc1_1855	375		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2300694	2301068	+	ABK44363.1			thioredoxin			Mmc1_1855	375	124	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2301440	2303500	-							Mmc1_1856	2061		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2301440	2303500	-	ABK44364.1			methionyl-tRNA synthetase			Mmc1_1856	2061	686	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2304700	2306940	+							Mmc1_1857	2241		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2304700	2306940	+	ABK44365.1			metal dependent phosphohydrolase			Mmc1_1857	2241	746	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2307067	2309271	+							Mmc1_1858	2205		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2307067	2309271	+	ABK44366.1			adenylate/guanylate cyclase			Mmc1_1858	2205	734	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2309327	2309743	-							Mmc1_1859	417		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2309327	2309743	-	ABK44367.1			holo-acyl-carrier-protein synthase			Mmc1_1859	417	138	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2309740	2310471	-							Mmc1_1860	732		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2309740	2310471	-	ABK44368.1			pyridoxine 5'-phosphate synthase			Mmc1_1860	732	243	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2310493	2313927	-							Mmc1_1861	3435		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2310493	2313927	-	ABK44369.1			membrane protein-like protein			Mmc1_1861	3435	1144	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2314190	2317258	+							Mmc1_1862	3069		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2314190	2317258	+	ABK44370.1			(Glutamate--ammonia-ligase) adenylyltransferase			Mmc1_1862	3069	1022	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2317479	2318396	+							Mmc1_1863	918		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2317479	2318396	+	ABK44371.1			branched chain amino acid aminotransferase apoenzyme			Mmc1_1863	918	305	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2318490	2320172	+							Mmc1_1864	1683		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2318490	2320172	+	ABK44372.1			ABC transporter related protein			Mmc1_1864	1683	560	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2320324	2321454	+							Mmc1_1865	1131		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2320324	2321454	+	ABK44373.1			hypothetical protein			Mmc1_1865	1131	376	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2321558	2322379	-							Mmc1_1866	822		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2321558	2322379	-	ABK44374.1			type IV pilus assembly PilZ			Mmc1_1866	822	273	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2322525	2323904	-							Mmc1_1867	1380		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2322525	2323904	-	ABK44375.1			hydrolase, TatD family			Mmc1_1867	1380	459	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2324068	2325630	-							Mmc1_1868	1563		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2324068	2325630	-	ABK44376.1			PSP1 domain protein			Mmc1_1868	1563	520	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2325644	2326675	-							Mmc1_1869	1032		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2325644	2326675	-	ABK44377.1			DNA polymerase III, delta prime subunit			Mmc1_1869	1032	343	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2326662	2327294	-							Mmc1_1870	633		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2326662	2327294	-	ABK44378.1			thymidylate kinase			Mmc1_1870	633	210	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2327304	2328314	-							Mmc1_1871	1011		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2327304	2328314	-	ABK44379.1			aminodeoxychorismate lyase			Mmc1_1871	1011	336	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2328318	2329562	-							Mmc1_1872	1245		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2328318	2329562	-	ABK44380.1			3-oxoacyl-[acyl-carrier-protein] synthase II			Mmc1_1872	1245	414	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2329842	2330078	-							Mmc1_1873	237		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2329842	2330078	-	ABK44381.1			acyl carrier protein			Mmc1_1873	237	78	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2330280	2331017	-							Mmc1_1874	738		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2330280	2331017	-	ABK44382.1			3-oxoacyl-[acyl-carrier-protein] reductase			Mmc1_1874	738	245	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2331037	2331975	-							Mmc1_1875	939		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2331037	2331975	-	ABK44383.1			[Acyl-carrier-protein] S-malonyltransferase			Mmc1_1875	939	312	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2332374	2332853	-							Mmc1_1876	480		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2332374	2332853	-	ABK44384.1			hypothetical protein			Mmc1_1876	480	159	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2332906	2333490	-							Mmc1_1877	585		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2332906	2333490	-	ABK44385.1			protein of unknown function DUF88			Mmc1_1877	585	194	
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2333735	2333809	-							Mmc1_R0021	75		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2333735	2333809	-				tRNA-Gly			Mmc1_R0021	75		
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2333837	2333913	-							Mmc1_R0022	77		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2333837	2333913	-				tRNA-Cys			Mmc1_R0022	77		
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2333922	2333996	-							Mmc1_R0023	75		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2333922	2333996	-				tRNA-Gly			Mmc1_R0023	75		
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2334192	2334737	-							Mmc1_1878	546		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2334192	2334737	-	ABK44386.1			CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase			Mmc1_1878	546	181	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2334750	2336603	-							Mmc1_1879	1854		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2334750	2336603	-	ABK44387.1			Excinuclease ABC subunit C			Mmc1_1879	1854	617	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2336587	2337402	-							Mmc1_1880	816		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2336587	2337402	-	ABK44388.1			prolipoprotein diacylglyceryl transferase			Mmc1_1880	816	271	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2337399	2338295	-							Mmc1_1881	897		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2337399	2338295	-	ABK44389.1			prephenate dehydratase			Mmc1_1881	897	298	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2338399	2339160	+							Mmc1_1882	762		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2338399	2339160	+	ABK44390.1			protein of unknown function DUF548			Mmc1_1882	762	253	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2339164	2343081	+							Mmc1_1883	3918		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2339164	2343081	+	ABK44391.1			ATP-dependent helicase HrpA			Mmc1_1883	3918	1305	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2343225	2343599	-							Mmc1_1884	375		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2343225	2343599	-	ABK44392.1			protein translocase subunit secG			Mmc1_1884	375	124	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2343687	2344454	-							Mmc1_1885	768		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2343687	2344454	-	ABK44393.1			triosephosphate isomerase			Mmc1_1885	768	255	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2344617	2345807	-							Mmc1_1886	1191		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2344617	2345807	-	ABK44394.1			phosphoglycerate kinase			Mmc1_1886	1191	396	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2345870	2346433	-							Mmc1_1887	564		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2345870	2346433	-	ABK44395.1			hypothetical protein			Mmc1_1887	564	187	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2346865	2347554	+							Mmc1_1888	690		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2346865	2347554	+	ABK44396.1			hypothetical protein			Mmc1_1888	690	229	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2347556	2348281	+							Mmc1_1889	726		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2347556	2348281	+	ABK44397.1			methylthioadenosine phosphorylase			Mmc1_1889	726	241	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2348815	2349450	+							Mmc1_1890	636		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2348815	2349450	+	ABK44398.1			2OG-Fe(II) oxygenase			Mmc1_1890	636	211	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2349447	2349923	+							Mmc1_1891	477		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2349447	2349923	+	ABK44399.1			[SSU ribosomal protein S18P]-alanine acetyltransferase			Mmc1_1891	477	158	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2349969	2351477	+							Mmc1_1892	1509		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2349969	2351477	+	ABK44400.1			RimK domain protein ATP-grasp			Mmc1_1892	1509	502	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2351602	2352309	-							Mmc1_1893	708		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2351602	2352309	-	ABK44401.1			two component transcriptional regulator, winged helix family			Mmc1_1893	708	235	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2352687	2353883	+							Mmc1_1894	1197		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2352687	2353883	+	ABK44402.1			efflux transporter, RND family, MFP subunit			Mmc1_1894	1197	398	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2353880	2357035	+							Mmc1_1895	3156		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2353880	2357035	+	ABK44403.1			acriflavin resistance protein			Mmc1_1895	3156	1051	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2357251	2358945	+							Mmc1_1896	1695		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2357251	2358945	+	ABK44404.1			diguanylate cyclase with PAS/PAC sensor			Mmc1_1896	1695	564	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2359085	2360881	-							Mmc1_1897	1797		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2359085	2360881	-	ABK44405.1			Tetratricopeptide TPR_2 repeat protein			Mmc1_1897	1797	598	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2361234	2361971	+							Mmc1_1898	738		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2361234	2361971	+	ABK44406.1			two component transcriptional regulator, winged helix family			Mmc1_1898	738	245	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2362083	2364167	+							Mmc1_1899	2085		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2362083	2364167	+	ABK44407.1			periplasmic sensor signal transduction histidine kinase			Mmc1_1899	2085	694	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2364489	2364743	+							Mmc1_1900	255		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2364489	2364743	+	ABK44408.1			hypothetical protein			Mmc1_1900	255	84	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2365276	2365950	+							Mmc1_1901	675		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2365276	2365950	+	ABK44409.1			hypothetical protein			Mmc1_1901	675	224	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2366122	2366478	+							Mmc1_1902	357		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2366122	2366478	+	ABK44410.1			hypothetical protein			Mmc1_1902	357	118	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2366607	2367242	+							Mmc1_1903	636		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2366607	2367242	+	ABK44411.1			Rhodanese domain protein			Mmc1_1903	636	211	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2367324	2369573	+							Mmc1_1904	2250		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2367324	2369573	+	ABK44412.1			methyl-accepting chemotaxis sensory transducer			Mmc1_1904	2250	749	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2370123	2371820	-							Mmc1_1905	1698		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2370123	2371820	-	ABK44413.1			sulfate thiol esterase SoxB			Mmc1_1905	1698	565	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2372044	2372928	-							Mmc1_1906	885		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2372044	2372928	-	ABK44414.1			diheme cytochrome SoxA (sulfur oxidation)			Mmc1_1906	885	294	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2372945	2373277	-							Mmc1_1907	333		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2372945	2373277	-	ABK44415.1			sulfur compound chelating protein SoxZ			Mmc1_1907	333	110	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2373339	2373830	-							Mmc1_1908	492		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2373339	2373830	-	ABK44416.1			thiosulfate-binding protein SoxY			Mmc1_1908	492	163	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2373885	2374337	-							Mmc1_1909	453		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2373885	2374337	-	ABK44417.1			monoheme cytochrome SoxX (sulfur oxidation)			Mmc1_1909	453	150	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2374730	2375236	+							Mmc1_1910	507		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2374730	2375236	+	ABK44418.1			protein of unknown function DUF188			Mmc1_1910	507	168	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2375408	2375620	-							Mmc1_1911	213		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2375408	2375620	-	ABK44419.1			cold-shock DNA-binding protein family			Mmc1_1911	213	70	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2376076	2377530	-							Mmc1_1912	1455		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2376076	2377530	-	ABK44420.1			conserved hypothetical protein			Mmc1_1912	1455	484	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2377801	2378319	+							Mmc1_1913	519		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2377801	2378319	+	ABK44421.1			hypothetical protein			Mmc1_1913	519	172	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2378390	2378839	-							Mmc1_1914	450		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2378390	2378839	-	ABK44422.1			hypothetical protein			Mmc1_1914	450	149	
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2378938	2379013	-							Mmc1_R0024	76		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2378938	2379013	-				tRNA-Thr			Mmc1_R0024	76		
gene	tRNA	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2379343	2379417	+							Mmc1_R0025	75		
tRNA		GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2379343	2379417	+				tRNA-Val			Mmc1_R0025	75		
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2379688	2380953	+							Mmc1_1915	1266		
CDS	with_protein	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2379688	2380953	+	ABK44423.1			amidohydrolase			Mmc1_1915	1266	421	
gene	protein_coding	GCA_000014865.1	Primary Assembly	chromosome		CP000471.1	2381088	2384606	+							Mmc1_1916	3519		
